date,lat,lon,estimated_ndvi,vegetation_category
2024-06-14,35.4,45.3638,0.371,Moderate Vegetation
2024-06-14,35.4,45.3733,0.536,Moderate Vegetation
2024-06-14,35.4,45.3828,0.522,Moderate Vegetation
2024-06-14,35.4,45.3923,0.328,Moderate Vegetation
2024-06-14,35.4,45.4018,0.602,Dense Vegetation
2024-06-14,35.4,45.4113,0.471,Moderate Vegetation
2024-06-14,35.4,45.4208,0.419,Moderate Vegetation
2024-06-14,35.4,45.4303,0.513,Moderate Vegetation
2024-06-14,35.4,45.4397,0.419,Moderate Vegetation
2024-06-14,35.4,45.4492,0.337,Moderate Vegetation
2024-06-14,35.4,45.4587,0.74,Dense Vegetation
2024-06-14,35.4,45.4682,0.457,Moderate Vegetation
2024-06-14,35.4,45.4777,0.414,Moderate Vegetation
2024-06-14,35.4,45.4872,0.49,Moderate Vegetation
2024-06-14,35.4,45.4967,0.483,Moderate Vegetation
2024-06-14,35.4,45.5062,0.428,Moderate Vegetation
2024-06-14,35.4,45.5156,0.503,Moderate Vegetation
2024-06-14,35.4,45.5251,0.635,Dense Vegetation
2024-06-14,35.4,45.5346,0.68,Dense Vegetation
2024-06-14,35.4,45.5441,0.511,Moderate Vegetation
2024-06-14,35.4,45.5536,0.296,Sparse Vegetation
2024-06-14,35.4,45.5631,0.47,Moderate Vegetation
2024-06-14,35.4,45.5726,0.491,Moderate Vegetation
2024-06-14,35.4,45.5821,0.368,Moderate Vegetation
2024-06-14,35.4,45.5915,0.278,Sparse Vegetation
2024-06-14,35.4,45.601,0.311,Moderate Vegetation
2024-06-14,35.4,45.6105,0.565,Moderate Vegetation
2024-06-14,35.4,45.62,0.396,Moderate Vegetation
2024-06-14,35.4082,45.25,0.362,Moderate Vegetation
2024-06-14,35.4082,45.2595,0.407,Moderate Vegetation
2024-06-14,35.4082,45.269,0.448,Moderate Vegetation
2024-06-14,35.4082,45.2785,0.464,Moderate Vegetation
2024-06-14,35.4082,45.2879,0.492,Moderate Vegetation
2024-06-14,35.4082,45.2974,0.342,Moderate Vegetation
2024-06-14,35.4082,45.3069,0.488,Moderate Vegetation
2024-06-14,35.4082,45.3164,0.353,Moderate Vegetation
2024-06-14,35.4082,45.3259,0.472,Moderate Vegetation
2024-06-14,35.4082,45.3354,0.562,Moderate Vegetation
2024-06-14,35.4082,45.3449,0.498,Moderate Vegetation
2024-06-14,35.4082,45.3544,0.274,Sparse Vegetation
2024-06-14,35.4082,45.3638,0.375,Moderate Vegetation
2024-06-14,35.4082,45.3733,0.642,Dense Vegetation
2024-06-14,35.4082,45.3828,0.472,Moderate Vegetation
2024-06-14,35.4082,45.3923,0.445,Moderate Vegetation
2024-06-14,35.4082,45.4018,0.513,Moderate Vegetation
2024-06-14,35.4082,45.4113,0.348,Moderate Vegetation
2024-06-14,35.4082,45.4208,0.403,Moderate Vegetation
2024-06-14,35.4082,45.4303,0.417,Moderate Vegetation
2024-06-14,35.4082,45.4397,0.737,Dense Vegetation
2024-06-14,35.4082,45.4492,0.55,Moderate Vegetation
2024-06-14,35.4082,45.4587,0.662,Dense Vegetation
2024-06-14,35.4082,45.4682,0.544,Moderate Vegetation
2024-06-14,35.4082,45.4777,0.404,Moderate Vegetation
2024-06-14,35.4082,45.4872,0.372,Moderate Vegetation
2024-06-14,35.4082,45.4967,0.48,Moderate Vegetation
2024-06-14,35.4082,45.5062,0.452,Moderate Vegetation
2024-06-14,35.4082,45.5156,0.501,Moderate Vegetation
2024-06-14,35.4082,45.5251,0.408,Moderate Vegetation
2024-06-14,35.4082,45.5346,0.542,Moderate Vegetation
2024-06-14,35.4082,45.5441,0.304,Moderate Vegetation
2024-06-14,35.4082,45.5536,0.514,Moderate Vegetation
2024-06-14,35.4082,45.5631,0.522,Moderate Vegetation
2024-06-14,35.4082,45.5726,0.447,Moderate Vegetation
2024-06-14,35.4082,45.5821,0.363,Moderate Vegetation
2024-06-14,35.4082,45.5915,0.311,Moderate Vegetation
2024-06-14,35.4082,45.601,0.365,Moderate Vegetation
2024-06-14,35.4082,45.6105,0.285,Sparse Vegetation
2024-06-14,35.4082,45.62,0.315,Moderate Vegetation
2024-06-14,35.4164,45.25,0.305,Moderate Vegetation
2024-06-14,35.4164,45.2595,0.28,Sparse Vegetation
2024-06-14,35.4164,45.269,0.489,Moderate Vegetation
2024-06-14,35.4164,45.2785,0.356,Moderate Vegetation
2024-06-14,35.4164,45.2879,0.221,Sparse Vegetation
2024-06-14,35.4164,45.2974,0.314,Moderate Vegetation
2024-06-14,35.4164,45.3069,0.479,Moderate Vegetation
2024-06-14,35.4164,45.3164,0.26,Sparse Vegetation
2024-06-14,35.4164,45.3259,0.575,Moderate Vegetation
2024-06-14,35.4164,45.3354,0.526,Moderate Vegetation
2024-06-14,35.4164,45.3449,0.488,Moderate Vegetation
2024-06-14,35.4164,45.3544,0.435,Moderate Vegetation
2024-06-14,35.4164,45.3638,0.652,Dense Vegetation
2024-06-14,35.4164,45.3733,0.486,Moderate Vegetation
2024-06-14,35.4164,45.3828,0.615,Dense Vegetation
2024-06-14,35.4164,45.3923,0.45,Moderate Vegetation
2024-06-14,35.4164,45.4018,0.436,Moderate Vegetation
2024-06-14,35.4164,45.4113,0.527,Moderate Vegetation
2024-06-14,35.4164,45.4208,0.617,Dense Vegetation
2024-06-14,35.4164,45.4303,0.431,Moderate Vegetation
2024-06-14,35.4164,45.4397,0.469,Moderate Vegetation
2024-06-14,35.4164,45.4492,0.613,Dense Vegetation
2024-06-14,35.4164,45.4587,0.529,Moderate Vegetation
2024-06-14,35.4164,45.4682,0.525,Moderate Vegetation
2024-06-14,35.4164,45.4777,0.369,Moderate Vegetation
2024-06-14,35.4164,45.4872,0.605,Dense Vegetation
2024-06-14,35.4164,45.4967,0.513,Moderate Vegetation
2024-06-14,35.4164,45.5062,0.346,Moderate Vegetation
2024-06-14,35.4164,45.5156,0.417,Moderate Vegetation
2024-06-14,35.4164,45.5251,0.527,Moderate Vegetation
2024-06-14,35.4164,45.5346,0.478,Moderate Vegetation
2024-06-14,35.4164,45.5441,0.369,Moderate Vegetation
2024-06-14,35.4164,45.5536,0.43,Moderate Vegetation
2024-06-14,35.4164,45.5631,0.306,Moderate Vegetation
2024-06-14,35.4164,45.5726,0.512,Moderate Vegetation
2024-06-14,35.4164,45.5821,0.377,Moderate Vegetation
2024-06-14,35.4164,45.5915,0.355,Moderate Vegetation
2024-06-14,35.4164,45.601,0.287,Sparse Vegetation
2024-06-14,35.4164,45.6105,0.515,Moderate Vegetation
2024-06-14,35.4164,45.62,0.46,Moderate Vegetation
2024-06-14,35.4246,45.25,0.206,Sparse Vegetation
2024-06-14,35.4246,45.2595,0.415,Moderate Vegetation
2024-06-14,35.4246,45.269,0.395,Moderate Vegetation
2024-06-14,35.4246,45.2785,0.4,Moderate Vegetation
2024-06-14,35.4246,45.2879,0.559,Moderate Vegetation
2024-06-14,35.4246,45.2974,0.38,Moderate Vegetation
2024-06-14,35.4246,45.3069,0.371,Moderate Vegetation
2024-06-14,35.4246,45.3164,0.429,Moderate Vegetation
2024-06-14,35.4246,45.3259,0.473,Moderate Vegetation
2024-06-14,35.4246,45.3354,0.548,Moderate Vegetation
2024-06-14,35.4246,45.3449,0.505,Moderate Vegetation
2024-06-14,35.4246,45.3544,0.459,Moderate Vegetation
2024-06-14,35.4246,45.3638,0.431,Moderate Vegetation
2024-06-14,35.4246,45.3733,0.467,Moderate Vegetation
2024-06-14,35.4246,45.3828,0.496,Moderate Vegetation
2024-06-14,35.4246,45.3923,0.54,Moderate Vegetation
2024-06-14,35.4246,45.4018,0.59,Moderate Vegetation
2024-06-14,35.4246,45.4113,0.522,Moderate Vegetation
2024-06-14,35.4246,45.4208,0.345,Moderate Vegetation
2024-06-14,35.4246,45.4303,0.497,Moderate Vegetation
2024-06-14,35.4246,45.4397,0.53,Moderate Vegetation
2024-06-14,35.4246,45.4492,0.751,Dense Vegetation
2024-06-14,35.4246,45.4587,0.493,Moderate Vegetation
2024-06-14,35.4246,45.4682,0.403,Moderate Vegetation
2024-06-14,35.4246,45.4777,0.528,Moderate Vegetation
2024-06-14,35.4246,45.4872,0.487,Moderate Vegetation
2024-06-14,35.4246,45.4967,0.399,Moderate Vegetation
2024-06-14,35.4246,45.5062,0.567,Moderate Vegetation
2024-06-14,35.4246,45.5156,0.57,Moderate Vegetation
2024-06-14,35.4246,45.5251,0.47,Moderate Vegetation
2024-06-14,35.4246,45.5346,0.338,Moderate Vegetation
2024-06-14,35.4246,45.5441,0.368,Moderate Vegetation
2024-06-14,35.4246,45.5536,0.53,Moderate Vegetation
2024-06-14,35.4246,45.5631,0.446,Moderate Vegetation
2024-06-14,35.4246,45.5726,0.452,Moderate Vegetation
2024-06-14,35.4246,45.5821,0.434,Moderate Vegetation
2024-06-14,35.4246,45.5915,0.422,Moderate Vegetation
2024-06-14,35.4246,45.601,0.408,Moderate Vegetation
2024-06-14,35.4246,45.6105,0.451,Moderate Vegetation
2024-06-14,35.4246,45.62,0.54,Moderate Vegetation
2024-06-14,35.4328,45.25,0.374,Moderate Vegetation
2024-06-14,35.4328,45.2595,0.305,Moderate Vegetation
2024-06-14,35.4328,45.269,0.331,Moderate Vegetation
2024-06-14,35.4328,45.2785,0.416,Moderate Vegetation
2024-06-14,35.4328,45.2879,0.279,Sparse Vegetation
2024-06-14,35.4328,45.2974,0.377,Moderate Vegetation
2024-06-14,35.4328,45.3069,0.369,Moderate Vegetation
2024-06-14,35.4328,45.3164,0.398,Moderate Vegetation
2024-06-14,35.4328,45.3259,0.535,Moderate Vegetation
2024-06-14,35.4328,45.3354,0.356,Moderate Vegetation
2024-06-14,35.4328,45.3449,0.382,Moderate Vegetation
2024-06-14,35.4328,45.3544,0.392,Moderate Vegetation
2024-06-14,35.4328,45.3638,0.656,Dense Vegetation
2024-06-14,35.4328,45.3733,0.591,Moderate Vegetation
2024-06-14,35.4328,45.3828,0.372,Moderate Vegetation
2024-06-14,35.4328,45.3923,0.482,Moderate Vegetation
2024-06-14,35.4328,45.4018,0.439,Moderate Vegetation
2024-06-14,35.4328,45.4113,0.353,Moderate Vegetation
2024-06-14,35.4328,45.4208,0.767,Dense Vegetation
2024-06-14,35.4328,45.4303,0.505,Moderate Vegetation
2024-06-14,35.4328,45.4397,0.57,Moderate Vegetation
2024-06-14,35.4328,45.4492,0.712,Dense Vegetation
2024-06-14,35.4328,45.4587,0.666,Dense Vegetation
2024-06-14,35.4328,45.4682,0.378,Moderate Vegetation
2024-06-14,35.4328,45.4777,0.498,Moderate Vegetation
2024-06-14,35.4328,45.4872,0.532,Moderate Vegetation
2024-06-14,35.4328,45.4967,0.511,Moderate Vegetation
2024-06-14,35.4328,45.5062,0.675,Dense Vegetation
2024-06-14,35.4328,45.5156,0.543,Moderate Vegetation
2024-06-14,35.4328,45.5251,0.389,Moderate Vegetation
2024-06-14,35.4328,45.5346,0.375,Moderate Vegetation
2024-06-14,35.4328,45.5441,0.454,Moderate Vegetation
2024-06-14,35.4328,45.5536,0.402,Moderate Vegetation
2024-06-14,35.4328,45.5631,0.604,Dense Vegetation
2024-06-14,35.4328,45.5726,0.349,Moderate Vegetation
2024-06-14,35.4328,45.5821,0.416,Moderate Vegetation
2024-06-14,35.4328,45.5915,0.243,Sparse Vegetation
2024-06-14,35.4328,45.601,0.232,Sparse Vegetation
2024-06-14,35.4328,45.6105,0.408,Moderate Vegetation
2024-06-14,35.4328,45.62,0.342,Moderate Vegetation
2024-06-14,35.441,45.25,0.325,Moderate Vegetation
2024-06-14,35.441,45.2595,0.355,Moderate Vegetation
2024-06-14,35.441,45.269,0.451,Moderate Vegetation
2024-06-14,35.441,45.2785,0.471,Moderate Vegetation
2024-06-14,35.441,45.2879,0.375,Moderate Vegetation
2024-06-14,35.441,45.2974,0.496,Moderate Vegetation
2024-06-14,35.441,45.3069,0.407,Moderate Vegetation
2024-06-14,35.441,45.3164,0.44,Moderate Vegetation
2024-06-14,35.441,45.3259,0.518,Moderate Vegetation
2024-06-14,35.441,45.3354,0.59,Moderate Vegetation
2024-06-14,35.441,45.3449,0.248,Sparse Vegetation
2024-06-14,35.441,45.3544,0.426,Moderate Vegetation
2024-06-14,35.441,45.3638,0.453,Moderate Vegetation
2024-06-14,35.441,45.3733,0.432,Moderate Vegetation
2024-06-14,35.441,45.3828,0.331,Moderate Vegetation
2024-06-14,35.441,45.3923,0.461,Moderate Vegetation
2024-06-14,35.441,45.4018,0.576,Moderate Vegetation
2024-06-14,35.441,45.4113,0.524,Moderate Vegetation
2024-06-14,35.441,45.4208,0.41,Moderate Vegetation
2024-06-14,35.441,45.4303,0.564,Moderate Vegetation
2024-06-14,35.441,45.4397,0.516,Moderate Vegetation
2024-06-14,35.441,45.4492,0.421,Moderate Vegetation
2024-06-14,35.441,45.4587,0.457,Moderate Vegetation
2024-06-14,35.441,45.4682,0.468,Moderate Vegetation
2024-06-14,35.441,45.4777,0.412,Moderate Vegetation
2024-06-14,35.441,45.4872,0.536,Moderate Vegetation
2024-06-14,35.441,45.4967,0.538,Moderate Vegetation
2024-06-14,35.441,45.5062,0.353,Moderate Vegetation
2024-06-14,35.441,45.5156,0.61,Dense Vegetation
2024-06-14,35.441,45.5251,0.568,Moderate Vegetation
2024-06-14,35.441,45.5346,0.599,Moderate Vegetation
2024-06-14,35.441,45.5441,0.448,Moderate Vegetation
2024-06-14,35.441,45.5536,0.303,Moderate Vegetation
2024-06-14,35.441,45.5631,0.144,Sparse Vegetation
2024-06-14,35.441,45.5726,0.513,Moderate Vegetation
2024-06-14,35.441,45.5821,0.558,Moderate Vegetation
2024-06-14,35.441,45.5915,0.465,Moderate Vegetation
2024-06-14,35.441,45.601,0.443,Moderate Vegetation
2024-06-14,35.441,45.6105,0.492,Moderate Vegetation
2024-06-14,35.441,45.62,0.296,Sparse Vegetation
2024-06-14,35.4492,45.25,0.279,Sparse Vegetation
2024-06-14,35.4492,45.2595,0.212,Sparse Vegetation
2024-06-14,35.4492,45.269,0.204,Sparse Vegetation
2024-06-14,35.4492,45.2785,0.43,Moderate Vegetation
2024-06-14,35.4492,45.2879,0.414,Moderate Vegetation
2024-06-14,35.4492,45.2974,0.475,Moderate Vegetation
2024-06-14,35.4492,45.3069,0.521,Moderate Vegetation
2024-06-14,35.4492,45.3164,0.317,Moderate Vegetation
2024-06-14,35.4492,45.3259,0.491,Moderate Vegetation
2024-06-14,35.4492,45.3354,0.399,Moderate Vegetation
2024-06-14,35.4492,45.3449,0.622,Dense Vegetation
2024-06-14,35.4492,45.3544,0.411,Moderate Vegetation
2024-06-14,35.4492,45.3638,0.387,Moderate Vegetation
2024-06-14,35.4492,45.3733,0.705,Dense Vegetation
2024-06-14,35.4492,45.3828,0.519,Moderate Vegetation
2024-06-14,35.4492,45.3923,0.54,Moderate Vegetation
2024-06-14,35.4492,45.4018,0.526,Moderate Vegetation
2024-06-14,35.4492,45.4113,0.565,Moderate Vegetation
2024-06-14,35.4492,45.4208,0.52,Moderate Vegetation
2024-06-14,35.4492,45.4303,0.473,Moderate Vegetation
2024-06-14,35.4492,45.4397,0.619,Dense Vegetation
2024-06-14,35.4492,45.4492,0.529,Moderate Vegetation
2024-06-14,35.4492,45.4587,0.48,Moderate Vegetation
2024-06-14,35.4492,45.4682,0.455,Moderate Vegetation
2024-06-14,35.4492,45.4777,0.533,Moderate Vegetation
2024-06-14,35.4492,45.4872,0.555,Moderate Vegetation
2024-06-14,35.4492,45.4967,0.657,Dense Vegetation
2024-06-14,35.4492,45.5062,0.388,Moderate Vegetation
2024-06-14,35.4492,45.5156,0.348,Moderate Vegetation
2024-06-14,35.4492,45.5251,0.681,Dense Vegetation
2024-06-14,35.4492,45.5346,0.528,Moderate Vegetation
2024-06-14,35.4492,45.5441,0.357,Moderate Vegetation
2024-06-14,35.4492,45.5536,0.435,Moderate Vegetation
2024-06-14,35.4492,45.5631,0.388,Moderate Vegetation
2024-06-14,35.4492,45.5726,0.301,Moderate Vegetation
2024-06-14,35.4492,45.5821,0.397,Moderate Vegetation
2024-06-14,35.4492,45.5915,0.462,Moderate Vegetation
2024-06-14,35.4492,45.601,0.44,Moderate Vegetation
2024-06-14,35.4492,45.6105,0.242,Sparse Vegetation
2024-06-14,35.4492,45.62,0.51,Moderate Vegetation
2024-06-14,35.4574,45.25,0.358,Moderate Vegetation
2024-06-14,35.4574,45.2595,0.325,Moderate Vegetation
2024-06-14,35.4574,45.269,0.571,Moderate Vegetation
2024-06-14,35.4574,45.2785,0.595,Moderate Vegetation
2024-06-14,35.4574,45.2879,0.557,Moderate Vegetation
2024-06-14,35.4574,45.2974,0.422,Moderate Vegetation
2024-06-14,35.4574,45.3069,0.537,Moderate Vegetation
2024-06-14,35.4574,45.3164,0.41,Moderate Vegetation
2024-06-14,35.4574,45.3259,0.56,Moderate Vegetation
2024-06-14,35.4574,45.3354,0.537,Moderate Vegetation
2024-06-14,35.4574,45.3449,0.407,Moderate Vegetation
2024-06-14,35.4574,45.3544,0.585,Moderate Vegetation
2024-06-14,35.4574,45.3638,0.664,Dense Vegetation
2024-06-14,35.4574,45.3733,0.483,Moderate Vegetation
2024-06-14,35.4574,45.3828,0.532,Moderate Vegetation
2024-06-14,35.4574,45.3923,0.387,Moderate Vegetation
2024-06-14,35.4574,45.4018,0.483,Moderate Vegetation
2024-06-14,35.4574,45.4113,0.685,Dense Vegetation
2024-06-14,35.4574,45.4208,0.505,Moderate Vegetation
2024-06-14,35.4574,45.4303,0.601,Dense Vegetation
2024-06-14,35.4574,45.4397,0.596,Moderate Vegetation
2024-06-14,35.4574,45.4492,0.639,Dense Vegetation
2024-06-14,35.4574,45.4587,0.528,Moderate Vegetation
2024-06-14,35.4574,45.4682,0.557,Moderate Vegetation
2024-06-14,35.4574,45.4777,0.706,Dense Vegetation
2024-06-14,35.4574,45.4872,0.39,Moderate Vegetation
2024-06-14,35.4574,45.4967,0.614,Dense Vegetation
2024-06-14,35.4574,45.5062,0.434,Moderate Vegetation
2024-06-14,35.4574,45.5156,0.44,Moderate Vegetation
2024-06-14,35.4574,45.5251,0.42,Moderate Vegetation
2024-06-14,35.4574,45.5346,0.566,Moderate Vegetation
2024-06-14,35.4574,45.5441,0.44,Moderate Vegetation
2024-06-14,35.4574,45.5536,0.562,Moderate Vegetation
2024-06-14,35.4574,45.5631,0.525,Moderate Vegetation
2024-06-14,35.4574,45.5726,0.293,Sparse Vegetation
2024-06-14,35.4574,45.5821,0.418,Moderate Vegetation
2024-06-14,35.4574,45.5915,0.458,Moderate Vegetation
2024-06-14,35.4574,45.601,0.483,Moderate Vegetation
2024-06-14,35.4574,45.6105,0.428,Moderate Vegetation
2024-06-14,35.4574,45.62,0.329,Moderate Vegetation
2024-06-14,35.4656,45.25,0.41,Moderate Vegetation
2024-06-14,35.4656,45.2595,0.425,Moderate Vegetation
2024-06-14,35.4656,45.269,0.397,Moderate Vegetation
2024-06-14,35.4656,45.2785,0.493,Moderate Vegetation
2024-06-14,35.4656,45.2879,0.321,Moderate Vegetation
2024-06-14,35.4656,45.2974,0.453,Moderate Vegetation
2024-06-14,35.4656,45.3069,0.459,Moderate Vegetation
2024-06-14,35.4656,45.3164,0.158,Sparse Vegetation
2024-06-14,35.4656,45.3259,0.375,Moderate Vegetation
2024-06-14,35.4656,45.3354,0.652,Dense Vegetation
2024-06-14,35.4656,45.3449,0.541,Moderate Vegetation
2024-06-14,35.4656,45.3544,0.503,Moderate Vegetation
2024-06-14,35.4656,45.3638,0.582,Moderate Vegetation
2024-06-14,35.4656,45.3733,0.486,Moderate Vegetation
2024-06-14,35.4656,45.3828,0.386,Moderate Vegetation
2024-06-14,35.4656,45.3923,0.631,Dense Vegetation
2024-06-14,35.4656,45.4018,0.564,Moderate Vegetation
2024-06-14,35.4656,45.4113,0.71,Dense Vegetation
2024-06-14,35.4656,45.4208,0.405,Moderate Vegetation
2024-06-14,35.4656,45.4303,0.524,Moderate Vegetation
2024-06-14,35.4656,45.4397,0.406,Moderate Vegetation
2024-06-14,35.4656,45.4492,0.655,Dense Vegetation
2024-06-14,35.4656,45.4587,0.649,Dense Vegetation
2024-06-14,35.4656,45.4682,0.737,Dense Vegetation
2024-06-14,35.4656,45.4777,0.39,Moderate Vegetation
2024-06-14,35.4656,45.4872,0.473,Moderate Vegetation
2024-06-14,35.4656,45.4967,0.608,Dense Vegetation
2024-06-14,35.4656,45.5062,0.511,Moderate Vegetation
2024-06-14,35.4656,45.5156,0.659,Dense Vegetation
2024-06-14,35.4656,45.5251,0.518,Moderate Vegetation
2024-06-14,35.4656,45.5346,0.579,Moderate Vegetation
2024-06-14,35.4656,45.5441,0.359,Moderate Vegetation
2024-06-14,35.4656,45.5536,0.49,Moderate Vegetation
2024-06-14,35.4656,45.5631,0.454,Moderate Vegetation
2024-06-14,35.4656,45.5726,0.577,Moderate Vegetation
2024-06-14,35.4656,45.5821,0.4,Moderate Vegetation
2024-06-14,35.4656,45.5915,0.489,Moderate Vegetation
2024-06-14,35.4656,45.601,0.558,Moderate Vegetation
2024-06-14,35.4656,45.6105,0.4,Moderate Vegetation
2024-06-14,35.4656,45.62,0.608,Dense Vegetation
2024-06-14,35.4738,45.25,0.526,Moderate Vegetation
2024-06-14,35.4738,45.2595,0.348,Moderate Vegetation
2024-06-14,35.4738,45.269,0.577,Moderate Vegetation
2024-06-14,35.4738,45.2785,0.513,Moderate Vegetation
2024-06-14,35.4738,45.2879,0.543,Moderate Vegetation
2024-06-14,35.4738,45.2974,0.425,Moderate Vegetation
2024-06-14,35.4738,45.3069,0.355,Moderate Vegetation
2024-06-14,35.4738,45.3164,0.552,Moderate Vegetation
2024-06-14,35.4738,45.3259,0.43,Moderate Vegetation
2024-06-14,35.4738,45.3354,0.564,Moderate Vegetation
2024-06-14,35.4738,45.3449,0.476,Moderate Vegetation
2024-06-14,35.4738,45.3544,0.711,Dense Vegetation
2024-06-14,35.4738,45.3638,0.57,Moderate Vegetation
2024-06-14,35.4738,45.3733,0.45,Moderate Vegetation
2024-06-14,35.4738,45.3828,0.483,Moderate Vegetation
2024-06-14,35.4738,45.3923,0.639,Dense Vegetation
2024-06-14,35.4738,45.4018,0.419,Moderate Vegetation
2024-06-14,35.4738,45.4113,0.629,Dense Vegetation
2024-06-14,35.4738,45.4208,0.835,Dense Vegetation
2024-06-14,35.4738,45.4303,0.633,Dense Vegetation
2024-06-14,35.4738,45.4397,0.684,Dense Vegetation
2024-06-14,35.4738,45.4492,0.515,Moderate Vegetation
2024-06-14,35.4738,45.4587,0.756,Dense Vegetation
2024-06-14,35.4738,45.4682,0.601,Dense Vegetation
2024-06-14,35.4738,45.4777,0.494,Moderate Vegetation
2024-06-14,35.4738,45.4872,0.811,Dense Vegetation
2024-06-14,35.4738,45.4967,0.547,Moderate Vegetation
2024-06-14,35.4738,45.5062,0.492,Moderate Vegetation
2024-06-14,35.4738,45.5156,0.263,Sparse Vegetation
2024-06-14,35.4738,45.5251,0.54,Moderate Vegetation
2024-06-14,35.4738,45.5346,0.499,Moderate Vegetation
2024-06-14,35.4738,45.5441,0.444,Moderate Vegetation
2024-06-14,35.4738,45.5536,0.51,Moderate Vegetation
2024-06-14,35.4738,45.5631,0.532,Moderate Vegetation
2024-06-14,35.4738,45.5726,0.53,Moderate Vegetation
2024-06-14,35.4738,45.5821,0.59,Moderate Vegetation
2024-06-14,35.4738,45.5915,0.554,Moderate Vegetation
2024-06-14,35.4738,45.601,0.368,Moderate Vegetation
2024-06-14,35.4738,45.6105,0.358,Moderate Vegetation
2024-06-14,35.4738,45.62,0.406,Moderate Vegetation
2024-06-14,35.4821,45.25,0.371,Moderate Vegetation
2024-06-14,35.4821,45.2595,0.411,Moderate Vegetation
2024-06-14,35.4821,45.269,0.647,Dense Vegetation
2024-06-14,35.4821,45.2785,0.561,Moderate Vegetation
2024-06-14,35.4821,45.2879,0.412,Moderate Vegetation
2024-06-14,35.4821,45.2974,0.457,Moderate Vegetation
2024-06-14,35.4821,45.3069,0.582,Moderate Vegetation
2024-06-14,35.4821,45.3164,0.382,Moderate Vegetation
2024-06-14,35.4821,45.3259,0.453,Moderate Vegetation
2024-06-14,35.4821,45.3354,0.618,Dense Vegetation
2024-06-14,35.4821,45.3449,0.499,Moderate Vegetation
2024-06-14,35.4821,45.3544,0.39,Moderate Vegetation
2024-06-14,35.4821,45.3638,0.319,Moderate Vegetation
2024-06-14,35.4821,45.3733,0.58,Moderate Vegetation
2024-06-14,35.4821,45.3828,0.347,Moderate Vegetation
2024-06-14,35.4821,45.3923,0.561,Moderate Vegetation
2024-06-14,35.4821,45.4018,0.667,Dense Vegetation
2024-06-14,35.4821,45.4113,0.58,Moderate Vegetation
2024-06-14,35.4821,45.4208,0.638,Dense Vegetation
2024-06-14,35.4821,45.4303,0.522,Moderate Vegetation
2024-06-14,35.4821,45.4397,0.471,Moderate Vegetation
2024-06-14,35.4821,45.4492,0.41,Moderate Vegetation
2024-06-14,35.4821,45.4587,0.646,Dense Vegetation
2024-06-14,35.4821,45.4682,0.665,Dense Vegetation
2024-06-14,35.4821,45.4777,0.615,Dense Vegetation
2024-06-14,35.4821,45.4872,0.567,Moderate Vegetation
2024-06-14,35.4821,45.4967,0.563,Moderate Vegetation
2024-06-14,35.4821,45.5062,0.557,Moderate Vegetation
2024-06-14,35.4821,45.5156,0.57,Moderate Vegetation
2024-06-14,35.4821,45.5251,0.536,Moderate Vegetation
2024-06-14,35.4821,45.5346,0.578,Moderate Vegetation
2024-06-14,35.4821,45.5441,0.627,Dense Vegetation
2024-06-14,35.4821,45.5536,0.491,Moderate Vegetation
2024-06-14,35.4821,45.5631,0.508,Moderate Vegetation
2024-06-14,35.4821,45.5726,0.555,Moderate Vegetation
2024-06-14,35.4821,45.5821,0.67,Dense Vegetation
2024-06-14,35.4821,45.5915,0.584,Moderate Vegetation
2024-06-14,35.4821,45.601,0.319,Moderate Vegetation
2024-06-14,35.4821,45.6105,0.515,Moderate Vegetation
2024-06-14,35.4821,45.62,0.501,Moderate Vegetation
2024-06-14,35.4903,45.25,0.614,Dense Vegetation
2024-06-14,35.4903,45.2595,0.525,Moderate Vegetation
2024-06-14,35.4903,45.269,0.563,Moderate Vegetation
2024-06-14,35.4903,45.2785,0.433,Moderate Vegetation
2024-06-14,35.4903,45.2879,0.518,Moderate Vegetation
2024-06-14,35.4903,45.2974,0.515,Moderate Vegetation
2024-06-14,35.4903,45.3069,0.472,Moderate Vegetation
2024-06-14,35.4903,45.3164,0.554,Moderate Vegetation
2024-06-14,35.4903,45.3259,0.53,Moderate Vegetation
2024-06-14,35.4903,45.3354,0.338,Moderate Vegetation
2024-06-14,35.4903,45.3449,0.456,Moderate Vegetation
2024-06-14,35.4903,45.3544,0.683,Dense Vegetation
2024-06-14,35.4903,45.3638,0.493,Moderate Vegetation
2024-06-14,35.4903,45.3733,0.476,Moderate Vegetation
2024-06-14,35.4903,45.3828,0.605,Dense Vegetation
2024-06-14,35.4903,45.3923,0.405,Moderate Vegetation
2024-06-14,35.4903,45.4018,0.489,Moderate Vegetation
2024-06-14,35.4903,45.4113,0.616,Dense Vegetation
2024-06-14,35.4903,45.4208,0.573,Moderate Vegetation
2024-06-14,35.4903,45.4303,0.571,Moderate Vegetation
2024-06-14,35.4903,45.4397,0.499,Moderate Vegetation
2024-06-14,35.4903,45.4492,0.72,Dense Vegetation
2024-06-14,35.4903,45.4587,0.405,Moderate Vegetation
2024-06-14,35.4903,45.4682,0.487,Moderate Vegetation
2024-06-14,35.4903,45.4777,0.565,Moderate Vegetation
2024-06-14,35.4903,45.4872,0.523,Moderate Vegetation
2024-06-14,35.4903,45.4967,0.529,Moderate Vegetation
2024-06-14,35.4903,45.5062,0.379,Moderate Vegetation
